review_id,source,airline,review_date,review_title,review_text,rating,traveler_type,route,seat_type,recommended,disruption_type,raw_text,is_synthetic
synthetic_00102,Synthetic Fallback Dataset,Air Canada,2024-09-29,Communication failed at every step,"The biggest issue on my Air Canada trip from IAD to MIA was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",2,Solo Leisure,IAD-MIA,Economy,False,communication,"Communication failed at every step | The biggest issue on my Air Canada trip from IAD to MIA was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",True
synthetic_00103,Synthetic Fallback Dataset,Delta,2025-07-25,Delay turned into a missed connection mess,My economy flight on Delta from JFK to LAX left 6 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. I was traveling alone for a short personal trip. I missed my connection and no one offered a useful recovery option.,1,Solo Leisure,JFK-LAX,Economy,False,delay,Delay turned into a missed connection mess | My economy flight on Delta from JFK to LAX left 6 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. I was traveling alone for a short personal trip. I missed my connection and no one offered a useful recovery option.,True
synthetic_00104,Synthetic Fallback Dataset,United,2025-12-06,Confusing voucher and refund policy,"After my disrupted trip on United from MSP to SEA, the refund process became a second problem. It took 28 days to get the money back, the voucher rules were unclear, and customer service kept telling me to wait for another email.",2,Visiting Friends and Relatives,MSP-SEA,Premium Economy,False,refund,"Confusing voucher and refund policy | After my disrupted trip on United from MSP to SEA, the refund process became a second problem. It took 28 days to get the money back, the voucher rules were unclear, and customer service kept telling me to wait for another email.",True
synthetic_00105,Synthetic Fallback Dataset,Alaska,2024-05-23,Communication failed at every step,"The biggest issue on my Alaska trip from CLT to LGA was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",2,Couple Leisure,CLT-LGA,Economy,False,communication,"Communication failed at every step | The biggest issue on my Alaska trip from CLT to LGA was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",True
synthetic_00106,Synthetic Fallback Dataset,Alaska,2025-07-26,Long delay and almost no communication,My economy flight on Alaska from ATL to BOS left 6 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. I was traveling alone for a short personal trip. I missed my connection and no one offered a useful recovery option.,2,Solo Leisure,ATL-BOS,Economy,False,delay,Long delay and almost no communication | My economy flight on Alaska from ATL to BOS left 6 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. I was traveling alone for a short personal trip. I missed my connection and no one offered a useful recovery option.,True
synthetic_00107,Synthetic Fallback Dataset,British Airways,2024-10-05,"App, gate, and phone support all disagreed","My British Airways flight from JFK to LAX was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling with family, which made the disruption harder to manage. I ended up paying for my own hotel and finding a backup flight myself.",2,Family Leisure,JFK-LAX,First Class,False,cancellation,"App, gate, and phone support all disagreed | My British Airways flight from JFK to LAX was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling with family, which made the disruption harder to manage. I ended up paying for my own hotel and finding a backup flight myself.",True
synthetic_00108,Synthetic Fallback Dataset,Air Canada,2024-07-20,Long delay and almost no communication,My economy flight on Air Canada from SFO to EWR left 3 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. I was traveling alone for a short personal trip. I missed my connection and no one offered a useful recovery option.,1,Solo Leisure,SFO-EWR,Economy,False,delay,Long delay and almost no communication | My economy flight on Air Canada from SFO to EWR left 3 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. I was traveling alone for a short personal trip. I missed my connection and no one offered a useful recovery option.,True
synthetic_00109,Synthetic Fallback Dataset,Lufthansa,2025-03-03,Confusing voucher and refund policy,"After my disrupted trip on Lufthansa from BOS to DEN, the refund process became a second problem. It took 14 days to get the money back, the voucher rules were unclear, and customer service kept telling me to wait for another email.",1,Business,BOS-DEN,Premium Economy,False,refund,"Confusing voucher and refund policy | After my disrupted trip on Lufthansa from BOS to DEN, the refund process became a second problem. It took 14 days to get the money back, the voucher rules were unclear, and customer service kept telling me to wait for another email.",True
synthetic_00110,Synthetic Fallback Dataset,JetBlue,2026-02-16,Cancelled flight and chaotic recovery,"My JetBlue flight from SFO to EWR was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling with family, which made the disruption harder to manage. I ended up paying for my own hotel and finding a backup flight myself.",2,Family Leisure,SFO-EWR,Economy,False,cancellation,"Cancelled flight and chaotic recovery | My JetBlue flight from SFO to EWR was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling with family, which made the disruption harder to manage. I ended up paying for my own hotel and finding a backup flight myself.",True
synthetic_00111,Synthetic Fallback Dataset,Lufthansa,2025-08-14,Cancellation with no clear next steps,"My Lufthansa flight from DEN to SAN was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling for work and had a time-sensitive schedule. I ended up paying for my own hotel and finding a backup flight myself.",1,Business,DEN-SAN,Economy,False,cancellation,"Cancellation with no clear next steps | My Lufthansa flight from DEN to SAN was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling for work and had a time-sensitive schedule. I ended up paying for my own hotel and finding a backup flight myself.",True
synthetic_00112,Synthetic Fallback Dataset,United,2024-07-07,Long hold times and conflicting advice,"Customer support was the hardest part of my disrupted United trip from MSP to SEA. I spent about 85 minutes on hold, was transferred multiple times, and each agent contradicted the previous one about rebooking, vouchers, and baggage status.",1,Couple Leisure,MSP-SEA,Economy,False,customer_support,"Long hold times and conflicting advice | Customer support was the hardest part of my disrupted United trip from MSP to SEA. I spent about 85 minutes on hold, was transferred multiple times, and each agent contradicted the previous one about rebooking, vouchers, and baggage status.",True
synthetic_00113,Synthetic Fallback Dataset,Air Canada,2024-03-05,Communication improved too late,"Communication during my Air Canada trip from MSP to SEA was inconsistent. There were updates, but they usually arrived after the situation had already changed. Once a supervisor stepped in, the explanations became clearer.",4,Visiting Friends and Relatives,MSP-SEA,Economy,False,communication,"Communication improved too late | Communication during my Air Canada trip from MSP to SEA was inconsistent. There were updates, but they usually arrived after the situation had already changed. Once a supervisor stepped in, the explanations became clearer.",True
synthetic_00114,Synthetic Fallback Dataset,Alaska,2025-03-14,Lost luggage and poor follow-up,"My checked bag did not arrive after flying Alaska from CLT to LGA. The baggage desk opened a claim, but tracking updates were vague and phone support kept sending me back to the airport team. The luggage finally showed up 2 days later with no proactive communication.",2,Business,CLT-LGA,Business Class,False,baggage,"Lost luggage and poor follow-up | My checked bag did not arrive after flying Alaska from CLT to LGA. The baggage desk opened a claim, but tracking updates were vague and phone support kept sending me back to the airport team. The luggage finally showed up 2 days later with no proactive communication.",True
synthetic_00115,Synthetic Fallback Dataset,JetBlue,2025-08-03,Long hold times and conflicting advice,"Customer support was the hardest part of my disrupted JetBlue trip from ORD to MCO. I spent about 45 minutes on hold, was transferred multiple times, and each agent contradicted the previous one about rebooking, vouchers, and baggage status.",2,Visiting Friends and Relatives,ORD-MCO,Economy,False,customer_support,"Long hold times and conflicting advice | Customer support was the hardest part of my disrupted JetBlue trip from ORD to MCO. I spent about 45 minutes on hold, was transferred multiple times, and each agent contradicted the previous one about rebooking, vouchers, and baggage status.",True
synthetic_00116,Synthetic Fallback Dataset,JetBlue,2024-11-28,Every agent gave a different answer on the refund,"After my disrupted trip on JetBlue from ATL to BOS, the refund process became a second problem. It took 14 days to get the money back, the voucher rules were unclear, and customer service kept telling me to wait for another email.",1,Solo Leisure,ATL-BOS,Business Class,False,refund,"Every agent gave a different answer on the refund | After my disrupted trip on JetBlue from ATL to BOS, the refund process became a second problem. It took 14 days to get the money back, the voucher rules were unclear, and customer service kept telling me to wait for another email.",True
synthetic_00117,Synthetic Fallback Dataset,Lufthansa,2025-01-10,Cancelled flight and chaotic recovery,"My Lufthansa flight from DFW to SFO was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling to visit family and needed predictable timing. I ended up paying for my own hotel and finding a backup flight myself.",1,Visiting Friends and Relatives,DFW-SFO,Business Class,False,cancellation,"Cancelled flight and chaotic recovery | My Lufthansa flight from DFW to SFO was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling to visit family and needed predictable timing. I ended up paying for my own hotel and finding a backup flight myself.",True
synthetic_00118,Synthetic Fallback Dataset,Delta,2024-02-27,Same-day cancellation with surprisingly clear support,"My flight from PHL to AUS on Delta was cancelled, but the recovery was handled well. Within 70 minutes the desk agent rebooked me, issued a hotel or meal voucher, and clearly explained baggage and boarding instructions for the new itinerary.",4,Family Leisure,PHL-AUS,Economy,True,cancellation,"Same-day cancellation with surprisingly clear support | My flight from PHL to AUS on Delta was cancelled, but the recovery was handled well. Within 70 minutes the desk agent rebooked me, issued a hotel or meal voucher, and clearly explained baggage and boarding instructions for the new itinerary.",True
synthetic_00119,Synthetic Fallback Dataset,Spirit,2024-11-06,Communication improved too late,"Communication during my Spirit trip from ATL to BOS was inconsistent. There were updates, but they usually arrived after the situation had already changed. Once a supervisor stepped in, the explanations became clearer.",3,Couple Leisure,ATL-BOS,Economy,False,communication,"Communication improved too late | Communication during my Spirit trip from ATL to BOS was inconsistent. There were updates, but they usually arrived after the situation had already changed. Once a supervisor stepped in, the explanations became clearer.",True
synthetic_00120,Synthetic Fallback Dataset,United,2025-01-02,Conflicting information from app and gate staff,"The biggest issue on my United trip from ATL to BOS was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",2,Visiting Friends and Relatives,ATL-BOS,Economy,False,communication,"Conflicting information from app and gate staff | The biggest issue on my United trip from ATL to BOS was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",True
synthetic_00121,Synthetic Fallback Dataset,United,2026-01-15,Rebooking process was exhausting,"After a disruption on United from SFO to EWR, the rebooking process was the most frustrating part. I waited about 100 minutes in line, the kiosk could not confirm the new itinerary, and the app kept removing the seat it had just offered me.",1,Business,SFO-EWR,First Class,False,rebooking,"Rebooking process was exhausting | After a disruption on United from SFO to EWR, the rebooking process was the most frustrating part. I waited about 100 minutes in line, the kiosk could not confirm the new itinerary, and the app kept removing the seat it had just offered me.",True
synthetic_00122,Synthetic Fallback Dataset,British Airways,2024-01-16,Long delay and almost no communication,"My economy flight on British Airways from ORD to MCO left 5 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. I was traveling with family, which made the disruption harder to manage. I missed my connection and no one offered a useful recovery option.",2,Family Leisure,ORD-MCO,Economy,False,delay,"Long delay and almost no communication | My economy flight on British Airways from ORD to MCO left 5 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. I was traveling with family, which made the disruption harder to manage. I missed my connection and no one offered a useful recovery option.",True
synthetic_00123,Synthetic Fallback Dataset,British Airways,2025-12-17,Standby and app rebooking both failed,"After a disruption on British Airways from ORD to MCO, the rebooking process was the most frustrating part. I waited about 20 minutes in line, the kiosk could not confirm the new itinerary, and the app kept removing the seat it had just offered me.",2,Visiting Friends and Relatives,ORD-MCO,Economy,False,rebooking,"Standby and app rebooking both failed | After a disruption on British Airways from ORD to MCO, the rebooking process was the most frustrating part. I waited about 20 minutes in line, the kiosk could not confirm the new itinerary, and the app kept removing the seat it had just offered me.",True
synthetic_00124,Synthetic Fallback Dataset,Delta,2024-04-01,Strong communication during service recovery,"This was still a disrupted Delta trip from PHX to ATL, but communication stood out in a good way. The airline used clear text alerts, staff repeated the same message at the gate, and the final rebooking instructions were easy to follow.",4,Business,PHX-ATL,First Class,True,communication,"Strong communication during service recovery | This was still a disrupted Delta trip from PHX to ATL, but communication stood out in a good way. The airline used clear text alerts, staff repeated the same message at the gate, and the final rebooking instructions were easy to follow.",True
synthetic_00125,Synthetic Fallback Dataset,Southwest,2025-01-26,"App, gate, and phone support all disagreed","My Southwest flight from MSP to SEA was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. My partner and I were traveling for a weekend getaway. I ended up paying for my own hotel and finding a backup flight myself.",1,Couple Leisure,MSP-SEA,Economy,False,cancellation,"App, gate, and phone support all disagreed | My Southwest flight from MSP to SEA was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. My partner and I were traveling for a weekend getaway. I ended up paying for my own hotel and finding a backup flight myself.",True
synthetic_00126,Synthetic Fallback Dataset,Emirates,2025-04-12,Hours late and no realistic departure time,My premium economy flight on Emirates from BOS to DEN left 7 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. I was traveling to visit family and needed predictable timing. I missed my connection and no one offered a useful recovery option.,2,Visiting Friends and Relatives,BOS-DEN,Premium Economy,False,delay,Hours late and no realistic departure time | My premium economy flight on Emirates from BOS to DEN left 7 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. I was traveling to visit family and needed predictable timing. I missed my connection and no one offered a useful recovery option.,True
synthetic_00127,Synthetic Fallback Dataset,JetBlue,2024-12-24,Good updates during an otherwise stressful trip,"This was still a disrupted JetBlue trip from CLT to LGA, but communication stood out in a good way. The airline used clear text alerts, staff repeated the same message at the gate, and the final rebooking instructions were easy to follow.",4,Family Leisure,CLT-LGA,Premium Economy,True,communication,"Good updates during an otherwise stressful trip | This was still a disrupted JetBlue trip from CLT to LGA, but communication stood out in a good way. The airline used clear text alerts, staff repeated the same message at the gate, and the final rebooking instructions were easy to follow.",True
synthetic_00128,Synthetic Fallback Dataset,United,2024-06-03,Long hold times and conflicting advice,"Customer support was the hardest part of my disrupted United trip from CLT to LGA. I spent about 25 minutes on hold, was transferred multiple times, and each agent contradicted the previous one about rebooking, vouchers, and baggage status.",1,Business,CLT-LGA,Premium Economy,True,customer_support,"Long hold times and conflicting advice | Customer support was the hardest part of my disrupted United trip from CLT to LGA. I spent about 25 minutes on hold, was transferred multiple times, and each agent contradicted the previous one about rebooking, vouchers, and baggage status.",True
synthetic_00129,Synthetic Fallback Dataset,JetBlue,2024-11-25,Long delay and almost no communication,My economy flight on JetBlue from LAX to LAS left 2 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. I was traveling for work and had a time-sensitive schedule. I missed my connection and no one offered a useful recovery option.,1,Business,LAX-LAS,Economy,False,delay,Long delay and almost no communication | My economy flight on JetBlue from LAX to LAS left 2 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. I was traveling for work and had a time-sensitive schedule. I missed my connection and no one offered a useful recovery option.,True
synthetic_00130,Synthetic Fallback Dataset,Southwest,2025-05-26,"Refund handled, just not quickly","I did receive a refund for the disrupted Southwest trip from PHL to AUS, but it took about 35 days and required multiple follow-up messages. The outcome was fine even though the process felt more manual than it should have been.",3,Couple Leisure,PHL-AUS,Economy,False,refund,"Refund handled, just not quickly | I did receive a refund for the disrupted Southwest trip from PHL to AUS, but it took about 35 days and required multiple follow-up messages. The outcome was fine even though the process felt more manual than it should have been.",True
synthetic_00131,Synthetic Fallback Dataset,JetBlue,2025-09-29,Conflicting information from app and gate staff,"The biggest issue on my JetBlue trip from DFW to SFO was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",1,Couple Leisure,DFW-SFO,Premium Economy,False,communication,"Conflicting information from app and gate staff | The biggest issue on my JetBlue trip from DFW to SFO was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",True
synthetic_00132,Synthetic Fallback Dataset,Alaska,2025-12-07,Missed connection and poor rebooking support,"After a disruption on Alaska from ATL to BOS, the rebooking process was the most frustrating part. I waited about 50 minutes in line, the kiosk could not confirm the new itinerary, and the app kept removing the seat it had just offered me.",2,Visiting Friends and Relatives,ATL-BOS,Economy,False,rebooking,"Missed connection and poor rebooking support | After a disruption on Alaska from ATL to BOS, the rebooking process was the most frustrating part. I waited about 50 minutes in line, the kiosk could not confirm the new itinerary, and the app kept removing the seat it had just offered me.",True
synthetic_00133,Synthetic Fallback Dataset,Frontier,2025-09-16,Long delay and almost no communication,My business class flight on Frontier from MSP to SEA left 3 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. My partner and I were traveling for a weekend getaway. I missed my connection and no one offered a useful recovery option.,2,Couple Leisure,MSP-SEA,Business Class,False,delay,Long delay and almost no communication | My business class flight on Frontier from MSP to SEA left 3 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. My partner and I were traveling for a weekend getaway. I missed my connection and no one offered a useful recovery option.,True
synthetic_00134,Synthetic Fallback Dataset,Southwest,2025-08-08,Long delay and almost no communication,My business class flight on Southwest from CLT to LGA left 2 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. I was traveling for work and had a time-sensitive schedule. I missed my connection and no one offered a useful recovery option.,2,Business,CLT-LGA,Business Class,False,delay,Long delay and almost no communication | My business class flight on Southwest from CLT to LGA left 2 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. I was traveling for work and had a time-sensitive schedule. I missed my connection and no one offered a useful recovery option.,True
synthetic_00135,Synthetic Fallback Dataset,Lufthansa,2024-01-26,Cancelled flight and chaotic recovery,"My Lufthansa flight from DFW to SFO was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. My partner and I were traveling for a weekend getaway. I ended up paying for my own hotel and finding a backup flight myself.",1,Couple Leisure,DFW-SFO,Economy,False,cancellation,"Cancelled flight and chaotic recovery | My Lufthansa flight from DFW to SFO was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. My partner and I were traveling for a weekend getaway. I ended up paying for my own hotel and finding a backup flight myself.",True
synthetic_00136,Synthetic Fallback Dataset,United,2024-11-19,Late departure but clear updates throughout,"We still departed 4 hours late on United from ATL to BOS, but this was one of the better recoveries I have seen. The airline sent text updates every 60 minutes, gate staff explained the reason for the delay, and an agent protected my onward connection before boarding.",5,Visiting Friends and Relatives,ATL-BOS,First Class,True,delay,"Late departure but clear updates throughout | We still departed 4 hours late on United from ATL to BOS, but this was one of the better recoveries I have seen. The airline sent text updates every 60 minutes, gate staff explained the reason for the delay, and an agent protected my onward connection before boarding.",True
synthetic_00137,Synthetic Fallback Dataset,British Airways,2024-11-12,Communication failed at every step,"The biggest issue on my British Airways trip from BOS to DEN was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",2,Family Leisure,BOS-DEN,First Class,False,communication,"Communication failed at every step | The biggest issue on my British Airways trip from BOS to DEN was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",True
synthetic_00138,Synthetic Fallback Dataset,Frontier,2024-05-23,Missed connection and poor rebooking support,"After a disruption on Frontier from JFK to LAX, the rebooking process was the most frustrating part. I waited about 100 minutes in line, the kiosk could not confirm the new itinerary, and the app kept removing the seat it had just offered me.",1,Business,JFK-LAX,First Class,False,rebooking,"Missed connection and poor rebooking support | After a disruption on Frontier from JFK to LAX, the rebooking process was the most frustrating part. I waited about 100 minutes in line, the kiosk could not confirm the new itinerary, and the app kept removing the seat it had just offered me.",True
synthetic_00139,Synthetic Fallback Dataset,Southwest,2024-01-04,Communication failed at every step,"The biggest issue on my Southwest trip from PHL to AUS was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",2,Couple Leisure,PHL-AUS,Premium Economy,False,communication,"Communication failed at every step | The biggest issue on my Southwest trip from PHL to AUS was communication. The app kept refreshing with conflicting information, announcements came after each promised boarding time passed, and the gate team had no consistent script when people asked what was happening.",True
synthetic_00140,Synthetic Fallback Dataset,British Airways,2025-06-07,Every agent gave a different answer on the refund,"After my disrupted trip on British Airways from LAX to LAS, the refund process became a second problem. It took 28 days to get the money back, the voucher rules were unclear, and customer service kept telling me to wait for another email.",2,Solo Leisure,LAX-LAS,Premium Economy,False,refund,"Every agent gave a different answer on the refund | After my disrupted trip on British Airways from LAX to LAS, the refund process became a second problem. It took 28 days to get the money back, the voucher rules were unclear, and customer service kept telling me to wait for another email.",True
synthetic_00141,Synthetic Fallback Dataset,Air Canada,2024-04-14,Cancellation with no clear next steps,"My Air Canada flight from SFO to EWR was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling to visit family and needed predictable timing. I ended up paying for my own hotel and finding a backup flight myself.",2,Visiting Friends and Relatives,SFO-EWR,Economy,False,cancellation,"Cancellation with no clear next steps | My Air Canada flight from SFO to EWR was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling to visit family and needed predictable timing. I ended up paying for my own hotel and finding a backup flight myself.",True
synthetic_00142,Synthetic Fallback Dataset,Alaska,2026-02-17,Hours late and no realistic departure time,My premium economy flight on Alaska from IAD to MIA left 3 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. I was traveling alone for a short personal trip. I missed my connection and no one offered a useful recovery option.,2,Solo Leisure,IAD-MIA,Premium Economy,False,delay,Hours late and no realistic departure time | My premium economy flight on Alaska from IAD to MIA left 3 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. I was traveling alone for a short personal trip. I missed my connection and no one offered a useful recovery option.,True
synthetic_00143,Synthetic Fallback Dataset,Air Canada,2024-08-30,"App, gate, and phone support all disagreed","My Air Canada flight from PHL to AUS was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling for work and had a time-sensitive schedule. I ended up paying for my own hotel and finding a backup flight myself.",2,Business,PHL-AUS,Premium Economy,True,cancellation,"App, gate, and phone support all disagreed | My Air Canada flight from PHL to AUS was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling for work and had a time-sensitive schedule. I ended up paying for my own hotel and finding a backup flight myself.",True
synthetic_00144,Synthetic Fallback Dataset,United,2026-01-04,Bag never arrived when promised,"My checked bag did not arrive after flying United from MSP to SEA. The baggage desk opened a claim, but tracking updates were vague and phone support kept sending me back to the airport team. The luggage finally showed up 4 days later with no proactive communication.",2,Couple Leisure,MSP-SEA,Premium Economy,False,baggage,"Bag never arrived when promised | My checked bag did not arrive after flying United from MSP to SEA. The baggage desk opened a claim, but tracking updates were vague and phone support kept sending me back to the airport team. The luggage finally showed up 4 days later with no proactive communication.",True
synthetic_00145,Synthetic Fallback Dataset,Delta,2025-08-27,"Delayed bag, average recovery","My suitcase missed the connection on a Delta itinerary from PHL to AUS and arrived 1 days later. The claim process was straightforward, but status updates were sparse until the delivery driver finally called.",3,Family Leisure,PHL-AUS,Economy,True,baggage,"Delayed bag, average recovery | My suitcase missed the connection on a Delta itinerary from PHL to AUS and arrived 1 days later. The claim process was straightforward, but status updates were sparse until the delivery driver finally called.",True
synthetic_00146,Synthetic Fallback Dataset,Emirates,2024-07-03,Slow but successful refund process,"I did receive a refund for the disrupted Emirates trip from ORD to MCO, but it took about 14 days and required multiple follow-up messages. The outcome was fine even though the process felt more manual than it should have been.",3,Business,ORD-MCO,Business Class,False,refund,"Slow but successful refund process | I did receive a refund for the disrupted Emirates trip from ORD to MCO, but it took about 14 days and required multiple follow-up messages. The outcome was fine even though the process felt more manual than it should have been.",True
synthetic_00147,Synthetic Fallback Dataset,American,2025-02-10,Customer support kept sending me in circles,"Customer support was the hardest part of my disrupted American trip from BOS to DEN. I spent about 110 minutes on hold, was transferred multiple times, and each agent contradicted the previous one about rebooking, vouchers, and baggage status.",1,Family Leisure,BOS-DEN,Economy,False,customer_support,"Customer support kept sending me in circles | Customer support was the hardest part of my disrupted American trip from BOS to DEN. I spent about 110 minutes on hold, was transferred multiple times, and each agent contradicted the previous one about rebooking, vouchers, and baggage status.",True
synthetic_00148,Synthetic Fallback Dataset,United,2024-03-16,Long hold times and conflicting advice,"Customer support was the hardest part of my disrupted United trip from SFO to EWR. I spent about 45 minutes on hold, was transferred multiple times, and each agent contradicted the previous one about rebooking, vouchers, and baggage status.",1,Family Leisure,SFO-EWR,Premium Economy,False,customer_support,"Long hold times and conflicting advice | Customer support was the hardest part of my disrupted United trip from SFO to EWR. I spent about 45 minutes on hold, was transferred multiple times, and each agent contradicted the previous one about rebooking, vouchers, and baggage status.",True
synthetic_00149,Synthetic Fallback Dataset,Alaska,2026-01-18,Cancelled flight and chaotic recovery,"My Alaska flight from PHX to ATL was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling with family, which made the disruption harder to manage. I ended up paying for my own hotel and finding a backup flight myself.",1,Family Leisure,PHX-ATL,Business Class,False,cancellation,"Cancelled flight and chaotic recovery | My Alaska flight from PHX to ATL was cancelled after repeated rolling delays. The app showed one itinerary, the gate desk suggested another, and phone support disconnected me twice. I was traveling with family, which made the disruption harder to manage. I ended up paying for my own hotel and finding a backup flight myself.",True
synthetic_00150,Synthetic Fallback Dataset,Delta,2024-09-07,Delay was frustrating but manageable,"Our Delta flight from ORD to MCO was delayed about 6 hours. Updates came every 60 minutes, but only after people kept asking for information. The crew stayed polite and we eventually got where we needed to go.",4,Visiting Friends and Relatives,ORD-MCO,Economy,True,delay,"Delay was frustrating but manageable | Our Delta flight from ORD to MCO was delayed about 6 hours. Updates came every 60 minutes, but only after people kept asking for information. The crew stayed polite and we eventually got where we needed to go.",True
synthetic_00151,Synthetic Fallback Dataset,Southwest,2025-05-21,Missed connection and poor rebooking support,"After a disruption on Southwest from IAD to MIA, the rebooking process was the most frustrating part. I waited about 20 minutes in line, the kiosk could not confirm the new itinerary, and the app kept removing the seat it had just offered me.",1,Business,IAD-MIA,Business Class,False,rebooking,"Missed connection and poor rebooking support | After a disruption on Southwest from IAD to MIA, the rebooking process was the most frustrating part. I waited about 20 minutes in line, the kiosk could not confirm the new itinerary, and the app kept removing the seat it had just offered me.",True
synthetic_00152,Synthetic Fallback Dataset,Spirit,2025-03-10,Long hold times and conflicting advice,"Customer support was the hardest part of my disrupted Spirit trip from PHX to ATL. I spent about 60 minutes on hold, was transferred multiple times, and each agent contradicted the previous one about rebooking, vouchers, and baggage status.",2,Business,PHX-ATL,Economy,False,customer_support,"Long hold times and conflicting advice | Customer support was the hardest part of my disrupted Spirit trip from PHX to ATL. I spent about 60 minutes on hold, was transferred multiple times, and each agent contradicted the previous one about rebooking, vouchers, and baggage status.",True
synthetic_00153,Synthetic Fallback Dataset,British Airways,2024-09-29,Strong recovery during a weather delay,"We still departed 4 hours late on British Airways from ORD to MCO, but this was one of the better recoveries I have seen. The airline sent text updates every 30 minutes, gate staff explained the reason for the delay, and an agent protected my onward connection before boarding.",5,Couple Leisure,ORD-MCO,First Class,True,delay,"Strong recovery during a weather delay | We still departed 4 hours late on British Airways from ORD to MCO, but this was one of the better recoveries I have seen. The airline sent text updates every 30 minutes, gate staff explained the reason for the delay, and an agent protected my onward connection before boarding.",True
synthetic_00154,Synthetic Fallback Dataset,JetBlue,2025-11-17,Long delay and almost no communication,My business class flight on JetBlue from DFW to SFO left 6 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. I was traveling to visit family and needed predictable timing. I missed my connection and no one offered a useful recovery option.,1,Visiting Friends and Relatives,DFW-SFO,Business Class,False,delay,Long delay and almost no communication | My business class flight on JetBlue from DFW to SFO left 6 hours late. The app kept changing and gate agents only gave updates after passengers started lining up at the desk. I was traveling to visit family and needed predictable timing. I missed my connection and no one offered a useful recovery option.,True
